key	category	owner	skill_name	platform	text
passive_B44	PASSIVE	B44	雷暴	ALL	1级 8% 普攻触发落雷80点AOE（半径3米）| 2级 10% 90点 | 3级 13% 100点AOE范围4米 | 4级 16% 110点 | 5级 20% 130点AOE范围5米。质变：天劫区内触发概率1.5倍（30%）
tip_control_pc	TIP	NOT_APPLICABLE	控制提示	PC	WASD移动，左键普攻，右键或长持瞄准主动，E键拾取与交互。
tip_control_mobile	TIP	NOT_APPLICABLE	控制提示	MOBILE	左摇杆移动，点普攻键攻击，点按或拖动主动键施法，靠近目标后点情境交互键。
tip_topic_01_技能书	TIP	NOT_APPLICABLE	技能书	ALL	技能书会学习或升级被动；四格已满时可选择顶替，满级同名书不可拾取。
tip_topic_02_宝石	TIP	NOT_APPLICABLE	宝石	ALL	宝石进入独立宝石仓，可随时强化未满级被动，不占手牌格。
tip_topic_03_肥猪	TIP	NOT_APPLICABLE	肥猪	ALL	五行肥猪会顶撞后逃向窝底；克制它可更快拿到经济奖励，小心袋口埋伏。
tip_topic_04_伏石	TIP	NOT_APPLICABLE	伏石	ALL	进入伏石周围2米会隐身；攻击、施法或受击会显形，照妖道具可反隐。
tip_topic_05_商店	TIP	NOT_APPLICABLE	商店	ALL	商店通常每3分钟迁移并补货；最终剩余营业时间不足90秒时不会再补一轮。地图只提示大致区域，后期保留土地公和太白金星。
tip_topic_06_天劫	TIP	NOT_APPLICABLE	天劫	ALL	圈外每3秒有50%概率遭雷击；尽快跑回安全区，安全圈归零后转为持续雷暴。
tip_topic_07_暴露	TIP	NOT_APPLICABLE	暴露	ALL	伤害玩家会在小地图暴露3秒；墙体仍会阻挡视野与锁定。
tip_topic_08_三命	TIP	NOT_APPLICABLE	三命	ALL	前两次真死会随机复活，第三次死亡才淘汰；复活点由系统在安全区内分配。
tip_topic_09_五行	TIP	NOT_APPLICABLE	五行	ALL	金克木、木克土、土克水、水克火、火克金；玩家互相及玩家与五行肥猪/龙王双向生效，普通怪无五行。
tip_topic_10_BOSS公共掉落	TIP	NOT_APPLICABLE	BOSS公共掉落	ALL	核心BOSS金币经验归尾刀，装备和主动技能公开落地，任何人都能抢。
