passive_id	runtime_payload_json
B23	"{""passive_id"":{""type"":""ENUM"",""value"":""B23""},""category"":{""type"":""ENUM"",""value"":""反击类""},""trigger"":{""type"":""ENUM"",""value"":""INCOMING_ACTUAL_DAMAGE_PROC""},""chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[6,8,10,13,16]},""counter_damage_attack_coefficient"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""ratio"",""per_level"":true,""value_scaled_1e4"":[8000,8500,9000,9500,10000],""human"":[""0.8"",""0.85"",""0.9"",""0.95"",""1""]},""damage_form"":{""type"":""ENUM"",""value"":""REFLECT""},""cannot_trigger_basic_passives"":{""type"":""BOOL"",""value"":true},""l5_forced_critical"":{""type"":""BOOL"",""value"":true},""eligible_damage"":{""type"":""ENUM"",""value"":""DIRECT_ACTUAL_HP_OR_SHIELD_DAMAGE_ONLY""},""dot_and_periodic_ineligible"":{""type"":""BOOL"",""value"":true},""internal_cd_s"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""s""},""internal_cd_scope"":{""type"":""ENUM"",""value"":""PER_SOURCE_ENTITY""},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""COUNTER""},""magnitude_field"":{""type"":""ENUM"",""value"":""counter_damage_attack_coefficient""},""damage_form"":{""type"":""ENUM"",""value"":""REFLECT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""NONE""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_PROC_COMMIT""}}]},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""e70fa77816a1bfc530d418c26fa8cf5af793c8b3303f78d6df92570be098fd31""}}"
B24	"{""passive_id"":{""type"":""ENUM"",""value"":""B24""},""category"":{""type"":""ENUM"",""value"":""反击类""},""trigger"":{""type"":""ENUM"",""value"":""POST_SKILL_DAMAGE_IF_SURVIVES""},""heal_percent_actual_hp_plus_shield_damage"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""hp"",""per_level"":true,""value"":[10,13,16,20,25]},""cannot_prevent_lethal"":{""type"":""BOOL"",""value"":true},""overheal_discarded"":{""type"":""BOOL"",""value"":true},""l5_reflect_pre_overheal_conversion_percent"":{""type"":""INT64"",""value"":50,""unit"":""pct""},""cannot_trigger_reflect"":{""type"":""BOOL"",""value"":true},""l5_reflect_amount"":{""type"":""FORMULA"",""src"":""FLOOR(PRE_OVERHEAL_AMOUNT*0.5)"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""MUL"",""args"":[{""var"":""PRE_OVERHEAL_AMOUNT""},{""q4"":5000}]}]}},""l5_reflect_target"":{""type"":""ENUM"",""value"":""ATTACKER_OF_TRIGGERING_DAMAGE""},""l5_reflect_damage_form"":{""type"":""ENUM"",""value"":""REFLECT""},""l5_reflect_cannot_recurse"":{""type"":""BOOL"",""value"":true},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""CONVERT_REFLECT""},""magnitude_field"":{""type"":""ENUM"",""value"":""l5_reflect_amount""},""damage_form"":{""type"":""ENUM"",""value"":""REFLECT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""NONE""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_CONVERT_L5""}}]},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""aa626f4100179c4a1db83ae9d5402fa6be397c2631828d35253a666984e3ea57""}}"
B25	"{""passive_id"":{""type"":""ENUM"",""value"":""B25""},""category"":{""type"":""ENUM"",""value"":""反击类""},""trigger"":{""type"":""ENUM"",""value"":""WHEN_CRITICALLY_HIT""},""next_basic_damage_multiplier"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""ratio"",""per_level"":true,""value_scaled_1e4"":[12000,12800,13600,14400,15500],""human"":[""1.2"",""1.28"",""1.36"",""1.44"",""1.55""]},""one_charge"":{""type"":""BOOL"",""value"":true},""l5_attack_speed_percent"":{""type"":""INT64"",""value"":40,""unit"":""pct""},""l5_duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""monster_cannot_crit"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""714d831c2ff8c905b9dcd5f96a17dff1e903e2826a337718af4af6223498f51a""}}"
B26	"{""passive_id"":{""type"":""ENUM"",""value"":""B26""},""category"":{""type"":""ENUM"",""value"":""战术类""},""trigger"":{""type"":""ENUM"",""value"":""DIRECT_DAMAGE_FROM_BACK_ARC""},""back_arc_deg"":{""type"":""INT64"",""value"":120,""unit"":""deg""},""damage_multiplier"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""ratio"",""per_level"":true,""value_scaled_1e4"":[13500,14200,15000,15800,17000],""human"":[""1.35"",""1.42"",""1.5"",""1.58"",""1.7""]},""eligible_damage_forms"":{""type"":""ENUM"",""value"":""BASIC""},""l5_forced_critical"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""637476f8632b7d8dd15d07cacadff80b48fe2b66ca512746ac1c72df296a93bb""}}"
B27	"{""passive_id"":{""type"":""ENUM"",""value"":""B27""},""category"":{""type"":""ENUM"",""value"":""战术类""},""trigger"":{""type"":""ENUM"",""value"":""INCOMING_ACTUAL_DAMAGE_PROC""},""chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[10,13,16,20,25]},""move_speed_percent"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[20,25,30,35,40]},""duration_s"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""s"",""per_level"":true,""value_scaled_1e4"":[20000,20000,25000,25000,30000],""human"":[""2"",""2"",""2.5"",""2.5"",""3""]},""l5_slow_immune"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""bfbeefddc93af36abc75bbc537e0db6c46cb9a3ed1e40826c15b3def23dbd910""}}"
B28	"{""passive_id"":{""type"":""ENUM"",""value"":""B28""},""category"":{""type"":""ENUM"",""value"":""战术类""},""trigger"":{""type"":""ENUM"",""value"":""LOW_HP_HUNT""},""detect_range_m"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""m"",""per_level"":true,""value"":[30,40,50,60,80]},""target_hp_below_percent"":{""type"":""INT64"",""value"":30,""unit"":""pct""},""move_speed_toward_target_percent"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[15,18,20,22,25]},""does_not_grant_vision"":{""type"":""BOOL"",""value"":true},""l5_damage_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":12000,""human"":""1.2"",""unit"":""ratio""},""eligible_target_information_state"":{""type"":""ENUM"",""value"":""VISIBLE_OR_REVEALED""},""hidden_unrevealed_target_grants_no_speed_or_direction_leak"":{""type"":""BOOL"",""value"":true},""multi_candidate_selection"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""ENTITY_ID_ASC"",""NAV_PATH_DISTANCE_MM_ASC""]},""reselect_interval_s"":{""type"":""Q4"",""value_scaled_1e4"":2500,""human"":""0.25"",""unit"":""s""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""3037125982fd0de9bf69371313e84c38276673b1c981af63f6659f66fb1768a4""}}"
B29	"{""passive_id"":{""type"":""ENUM"",""value"":""B29""},""category"":{""type"":""ENUM"",""value"":""战术类""},""trigger"":{""type"":""ENUM"",""value"":""FIRST_DIRECT_HIT_AFTER_GAP""},""qualification_gap_s"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""s"",""per_level"":true,""value"":[5,5,4,4,3],""semantic"":""OWNER_OUTGOING_DIRECT_DAMAGE_GAP_S""},""damage_multiplier"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""ratio"",""per_level"":true,""value_scaled_1e4"":[12500,13500,14500,15500,17000],""human"":[""1.25"",""1.35"",""1.45"",""1.55"",""1.7""]},""eligible"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""BASIC"",""SKILL""]},""dot_does_not_trigger"":{""type"":""BOOL"",""value"":true},""l5_reveal_target_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""trigger_requires_positive_hp_or_shield_damage"":{""type"":""BOOL"",""value"":true},""zero_damage_hit_does_not_consume_or_reset"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""73538b99fd08618da502dffa1cd102929085704a658dac49722ed09d17ddfbf4""}}"
B30	"{""passive_id"":{""type"":""ENUM"",""value"":""B30""},""category"":{""type"":""ENUM"",""value"":""战术类""},""trigger"":{""type"":""ENUM"",""value"":""MOVING_AFTERIMAGE""},""spawn_interval_s"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""s"",""per_level"":true,""value_scaled_1e4"":[20000,20000,15000,15000,10000],""human"":[""2"",""2"",""1.5"",""1.5"",""1""]},""afterimage_lifetime_s"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""s""},""slow_percent"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[20,25,30,30,35]},""slow_duration_s"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""s"",""per_level"":true,""value_scaled_1e4"":[15000,20000,20000,25000,30000],""human"":[""1.5"",""2"",""2"",""2.5"",""3""]},""l5_explosion_damage"":{""type"":""INT64"",""value"":80,""unit"":""hp""},""l5_radius_m"":{""type"":""INT64"",""value"":3,""unit"":""m""},""each_enemy_triggers_each_afterimage_once"":{""type"":""BOOL"",""value"":true},""afterimage_visible_to"":{""type"":""ENUM"",""value"":""ALL""},""afterimage_solid"":{""type"":""BOOL"",""value"":false},""spawn_at"":{""type"":""ENUM"",""value"":""OWNER_HISTORICAL_PATH_POSITION""},""trigger_radius_m"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""m""},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""AFTERIMAGE_EXPLOSION""},""magnitude_field"":{""type"":""ENUM"",""value"":""l5_explosion_damage""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_AFTERIMAGE_TOUCHED_L5""}}]},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""7b269c714f907c57016d18fcfacd8d06843774b20fe96f11421b3c4cd9057878""}}"
B31	"{""passive_id"":{""type"":""ENUM"",""value"":""B31""},""category"":{""type"":""ENUM"",""value"":""经济类""},""trigger"":{""type"":""ENUM"",""value"":""BASIC_HIT_PROC_TRANSFER_GOLD""},""chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[6,8,10,13,16]},""gold"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[30,40,50,60,80]},""insufficient"":{""type"":""ENUM"",""value"":""TRANSFER_REMAINING""},""not_create"":{""type"":""BOOL"",""value"":true},""l5_heal_percent_transferred_gold"":{""type"":""INT64"",""value"":10,""unit"":""gold""},""eligible_basic"":{""type"":""ENUM"",""value"":""MAIN_BASIC_ONLY""},""extra_basic_ineligible"":{""type"":""BOOL"",""value"":true},""internal_cd_s"":{""type"":""Q4"",""value_scaled_1e4"":4000,""human"":""0.4"",""unit"":""s""},""internal_cd_scope"":{""type"":""ENUM"",""value"":""PER_TARGET""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""f7791a39a4b87ddb15e74b23909e0a0ad25404cb8087e171cb65828bd10427cb""}}"
B32	"{""passive_id"":{""type"":""ENUM"",""value"":""B32""},""category"":{""type"":""ENUM"",""value"":""经济类""},""trigger"":{""type"":""ENUM"",""value"":""ON_KILL_GOLD_CREATE""},""monster_gold"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""gold"",""per_level"":true,""value"":[40,60,80,100,150]},""eligible_monsters"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CORE_BOSS"",""DRAGON"",""FLYING_MONSTER"",""LEADER"",""ORDINARY_MONSTER"",""PIG""]},""l5_enemy_player_true_death_gold"":{""type"":""INT64"",""value"":250,""unit"":""gold""},""summon_kill"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""fe8768aa63e3d53ec3a968a764675d26812f338e15d0431b889eab51aeee8484""}}"
B33	"{""passive_id"":{""type"":""ENUM"",""value"":""B33""},""category"":{""type"":""ENUM"",""value"":""经济类""},""trigger"":{""type"":""ENUM"",""value"":""ON_MONSTER_KILL_NESTED_CHEST""},""chest_chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[8,10,13,16,20]},""chest_gold"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""gold"",""per_level"":true,""value"":[100,120,120,120,120]},""gem_chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[0,0,10,15,20]},""gold_equipment_chance"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[0,0,0,0,5]},""gold_pool"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""G1"",""G2"",""G3"",""G4"",""G5"",""G6"",""G7"",""G8"",""G9""]},""summon_kill"":{""type"":""BOOL"",""value"":false},""nested_contents_roll_at"":{""type"":""ENUM"",""value"":""CHEST_SPAWN_COMMIT""},""contents_snapshot_immutable"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""74b748f2041731875aa5f4196d559edee41c80fb56f9ac0c93c3637139a612d5""}}"
B34	"{""passive_id"":{""type"":""ENUM"",""value"":""B34""},""category"":{""type"":""ENUM"",""value"":""经济类""},""trigger"":{""type"":""ENUM"",""value"":""SERVER_MINUTE_INTEREST""},""percent"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[5,6,7,8,10]},""cap_gold"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""gold"",""per_level"":true,""value"":[300,400,500,600,1600]},""snapshot"":{""type"":""ENUM"",""value"":""COMMITTED_WALLET_AT_EXACT_60S_BOUNDARY_BEFORE_INTEREST""},""compound"":{""type"":""BOOL"",""value"":true},""eligible_life_states"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""ALIVE"",""REVIVE_PROTECTION"",""SOUL_FLIGHT"",""TRUE_DEATH_RESOLVING""]},""eliminated_ineligible"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""3173ddbdc4fe659c81b60f04312ce1fb74efedc8ee0014317ab59eb4c3738918""}}"
B35	"{""passive_id"":{""type"":""ENUM"",""value"":""B35""},""category"":{""type"":""ENUM"",""value"":""经济类""},""trigger"":{""type"":""ENUM"",""value"":""SELL_AND_PICKUP_ECONOMY""},""sell_bonus_percent"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""pct"",""per_level"":true,""value"":[10,13,16,20,25]},""l5_pickup_base_sell_percent"":{""type"":""INT64"",""value"":20,""unit"":""pct""},""l5_reward_once_per_item_instance_globally"":{""type"":""BOOL"",""value"":true},""owner_dropped_never_rewards_same_owner"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""071bb120ffcae1101a763c5a838582fb2eb78b70a97e33df1b230bd112574f44""}}"
B36	"{""passive_id"":{""type"":""ENUM"",""value"":""B36""},""category"":{""type"":""ENUM"",""value"":""改规则类""},""trigger"":{""type"":""ENUM"",""value"":""CONTINUOUS_MOVEMENT_STACK""},""stack_interval_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""move_speed_percent_per_stack"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""scalar"",""per_level"":true,""value_scaled_1e4"":[10000,12000,15000,18000,20000],""human"":[""1"",""1.2"",""1.5"",""1.8"",""2""]},""max_stacks"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""scalar"",""per_level"":true,""value"":[5,6,6,7,8]},""clear_on"":{""type"":""ENUM"",""value"":""MOVE_INPUT_ZERO_OR_ACTUAL_SPEED_LT_0_1_FOR_0_2S""},""l5_full_stack_basic_extra_damage_move_speed_value_percent"":{""type"":""INT64"",""value"":20,""unit"":""pct""},""extra_can_crit"":{""type"":""BOOL"",""value"":true},""move_speed_value_unit"":{""type"":""ENUM"",""value"":""GAME_MOVE_SPEED_INTEGER""},""l5_extra_damage_formula"":{""type"":""FORMULA"",""src"":""FLOOR(CURRENT_GAME_MOVE_SPEED*0.20)"",""ast"":{""op"":""FLOOR"",""args"":[{""op"":""MUL"",""args"":[{""var"":""CURRENT_GAME_MOVE_SPEED""},{""q4"":2000}]}]}},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""EXTRA_BASIC_BONUS""},""magnitude_field"":{""type"":""ENUM"",""value"":""l5_extra_damage_formula""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_FULL_STACK_BASIC_HIT_L5""}}]},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""e30222b8fc0825c29a2baa58a44f0fc70902b5e8de49c0de6a5901b0153954de""}}"
B37	"{""passive_id"":{""type"":""ENUM"",""value"":""B37""},""category"":{""type"":""ENUM"",""value"":""改规则类""},""trigger"":{""type"":""ENUM"",""value"":""OWNED_SUMMON_DEATH""},""heal"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""hp"",""per_level"":true,""value"":[10,15,20,25,45]},""aoe_damage"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""hp"",""per_level"":true,""value"":[0,0,30,40,75]},""aoe_radius_m"":{""type"":""INT64"",""value"":4,""unit"":""m""},""l5_values_already_include_50pct_bonus"":{""type"":""BOOL"",""value"":true},""eligible_death_causes"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""HOSTILE_MONSTER_DAMAGE"",""HOSTILE_PLAYER_DAMAGE""]},""ineligible_removal_causes"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""NATURAL_EXPIRY"",""OWNER_ELIMINATION_CLEANUP"",""OWNER_TRUE_DEATH_CLEANUP"",""REPLACEMENT"",""WORLD_DAMAGE""]},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""RESONANCE_AOE""},""magnitude_field"":{""type"":""ENUM"",""value"":""aoe_damage""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_ELIGIBLE_SUMMON_DEATH""}}]},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""9df70258a29cfb59ee9221a1ab0d0376135606865e82c1659a5e78a3b7bffc2d""}}"
B38	"{""passive_id"":{""type"":""ENUM"",""value"":""B38""},""category"":{""type"":""ENUM"",""value"":""改规则类""},""trigger"":{""type"":""ENUM"",""value"":""WHILE_HARD_CONTROLLED""},""incoming_damage_remaining_multiplier"":{""type"":""ARRAY"",""element"":""Q4"",""unit"":""ratio"",""per_level"":true,""value_scaled_1e4"":[8500,8000,7500,7000,6500],""human"":[""0.85"",""0.8"",""0.75"",""0.7"",""0.65""]},""l5_heal_max_hp_percent_per_s"":{""type"":""INT64"",""value"":2,""unit"":""hp/s""},""soft_control_not_eligible"":{""type"":""BOOL"",""value"":true},""continuous_control_timer_instances"":{""type"":""ENUM"",""value"":""ONE_PER_OWNER""},""first_heal_after_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""overlapping_hard_control"":{""type"":""ENUM"",""value"":""EXTEND_CONTINUITY_NO_EXTRA_TIMER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""95e1fe049f8f37db2c2f67dfc004d681cfd56001a3d9928399b0ca4078d48bf5""}}"
B39	"{""passive_id"":{""type"":""ENUM"",""value"":""B39""},""category"":{""type"":""ENUM"",""value"":""改规则类""},""trigger"":{""type"":""ENUM"",""value"":""OUT_OF_ANY_COMBAT_SUMMON""},""delay_s"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""s"",""per_level"":true,""value"":[7,7,6,6,5]},""statue_hp"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""hp"",""per_level"":true,""value"":[250,300,350,400,500]},""statue_attack"":{""type"":""INT64"",""value"":0,""unit"":""scalar""},""follow_owner"":{""type"":""BOOL"",""value"":true},""one_instance"":{""type"":""BOOL"",""value"":true},""l5_destroy_aoe_damage"":{""type"":""INT64"",""value"":120,""unit"":""hp""},""l5_radius_m"":{""type"":""INT64"",""value"":4,""unit"":""m""},""statue_move_speed_mps"":{""type"":""INT64"",""value"":3,""unit"":""m/s""},""statue_collision_radius_m"":{""type"":""Q4"",""value_scaled_1e4"":6000,""human"":""0.6"",""unit"":""m""},""statue_collision_height_m"":{""type"":""Q4"",""value_scaled_1e4"":18000,""human"":""1.8"",""unit"":""m""},""statue_aggro"":{""type"":""ENUM"",""value"":""NONE""},""statue_targetable"":{""type"":""BOOL"",""value"":true},""statue_destroy_credit"":{""type"":""ENUM"",""value"":""ATTACKER_ONLY_NO_REWARD""},""forbidden_block_sole_corridor"":{""type"":""BOOL"",""value"":true},""owner_block_yield_after_s"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""s""},""yield_fail"":{""type"":""ENUM"",""value"":""TEMPORARY_NO_COLLISION""},""damage_events"":{""type"":""ARRAY"",""element"":""DamageEventSpec"",""ordered"":true,""value"":[{""event_id"":{""type"":""ENUM"",""value"":""STATUE_DESTROY_AOE""},""magnitude_field"":{""type"":""ENUM"",""value"":""l5_destroy_aoe_damage""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""owner_credit"":{""type"":""ENUM"",""value"":""OWNER""},""trigger"":{""type"":""ENUM"",""value"":""ON_STATUE_DESTROYED_L5""}}]},""summon_archetype"":{""type"":""ENUM"",""value"":""STONE_STATUE""},""summon_stat_authority"":{""type"":""REF"",""value"":""E.34唯一权威；本载荷内数值须与E.34字节级一致""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""1d2f285212e5e3aaf226b2dfe618b6c0cb0eda9de3581951397b777fe0685487""}}"
B40	"{""passive_id"":{""type"":""ENUM"",""value"":""B40""},""category"":{""type"":""ENUM"",""value"":""养成类""},""trigger"":{""type"":""ENUM"",""value"":""ON_ELIGIBLE_KILL_PERMANENT_MAX_HP""},""hp_per_kill"":{""type"":""ARRAY"",""element"":""INT64"",""unit"":""hp"",""per_level"":true,""value"":[2,4,6,7,10]},""eligible"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CORE_BOSS"",""DRAGON"",""ENEMY_PLAYER_TRUE_DEATH"",""FLYING_MONSTER"",""LEADER"",""ORDINARY_MONSTER"",""PIG""]},""summon_kill"":{""type"":""BOOL"",""value"":false},""l5_every_50_kills_bonus_hp"":{""type"":""INT64"",""value"":160,""unit"":""hp""},""no_cap"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""0ee7ca2de6d9f5bfdc6f46911cdba8bfe255e6796dd373d868d95175485546b6""}}"
