asset_id	category	owner_id	display_name	deliverable	lod0_tri	lod1_tri	lod2_tri	bones_max	materials_max	source_texture	priority	status
ICO_PASS_B14	SKILL_ICON	B14	被动B14	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B15	SKILL_ICON	B15	被动B15	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B16	SKILL_ICON	B16	被动B16	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B17	SKILL_ICON	B17	被动B17	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B18	SKILL_ICON	B18	被动B18	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B19	SKILL_ICON	B19	被动B19	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B20	SKILL_ICON	B20	被动B20	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B21	SKILL_ICON	B21	被动B21	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B22	SKILL_ICON	B22	被动B22	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B23	SKILL_ICON	B23	被动B23	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B24	SKILL_ICON	B24	被动B24	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B25	SKILL_ICON	B25	被动B25	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B26	SKILL_ICON	B26	被动B26	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B27	SKILL_ICON	B27	被动B27	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B28	SKILL_ICON	B28	被动B28	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B29	SKILL_ICON	B29	被动B29	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B30	SKILL_ICON	B30	被动B30	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B31	SKILL_ICON	B31	被动B31	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B32	SKILL_ICON	B32	被动B32	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B33	SKILL_ICON	B33	被动B33	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B34	SKILL_ICON	B34	被动B34	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B35	SKILL_ICON	B35	被动B35	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B36	SKILL_ICON	B36	被动B36	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B37	SKILL_ICON	B37	被动B37	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B38	SKILL_ICON	B38	被动B38	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B39	SKILL_ICON	B39	被动B39	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B40	SKILL_ICON	B40	被动B40	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B41	SKILL_ICON	B41	被动B41	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B42	SKILL_ICON	B42	被动B42	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B43	SKILL_ICON	B43	被动B43	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_PASS_B44	SKILL_ICON	B44	被动B44	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W1	EQUIPMENT_ICON	W1	精铁棍	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W2	EQUIPMENT_ICON	W2	粗布战衣	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W3	EQUIPMENT_ICON	W3	草鞋	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W4	EQUIPMENT_ICON	W4	铜护腕	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W5	EQUIPMENT_ICON	W5	轻甲背心	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_W6	EQUIPMENT_ICON	W6	行者束带	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B1	EQUIPMENT_ICON	B1	狼牙棒	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B2	EQUIPMENT_ICON	B2	虎皮裙	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B3	EQUIPMENT_ICON	B3	避水珠	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B4	EQUIPMENT_ICON	B4	定风珠	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B5	EQUIPMENT_ICON	B5	药葫芦	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B6	EQUIPMENT_ICON	B6	磨刀石	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B7	EQUIPMENT_ICON	B7	铜镜	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B8	EQUIPMENT_ICON	B8	聚宝袋	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B9	EQUIPMENT_ICON	B9	夜巡灯	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B10	EQUIPMENT_ICON	B10	驭兽鞭	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B11	EQUIPMENT_ICON	B11	避雷木牌	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B12	EQUIPMENT_ICON	B12	千里靴	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_B13	EQUIPMENT_ICON	B13	登云履	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P1	EQUIPMENT_ICON	P1	七星剑	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P2	EQUIPMENT_ICON	P2	火尖枪	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P3	EQUIPMENT_ICON	P3	幌金绳	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P4	EQUIPMENT_ICON	P4	人参果	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P5	EQUIPMENT_ICON	P5	万年灵芝	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P6	EQUIPMENT_ICON	P6	风袋	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P7	EQUIPMENT_ICON	P7	招魂幡	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P8	EQUIPMENT_ICON	P8	布袋	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P9	EQUIPMENT_ICON	P9	照妖珠	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P10	EQUIPMENT_ICON	P10	赌坊金牌	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P11	EQUIPMENT_ICON	P11	判官笔	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P12	EQUIPMENT_ICON	P12	荆棘甲	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P13	EQUIPMENT_ICON	P13	夜行斗篷	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P14	EQUIPMENT_ICON	P14	血玉葫芦	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P15	EQUIPMENT_ICON	P15	疾风靴	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G1	EQUIPMENT_ICON	G1	九转金丹	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G2	EQUIPMENT_ICON	G2	混元珠	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G3	EQUIPMENT_ICON	G3	渡劫铃	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G4	EQUIPMENT_ICON	G4	筋斗云	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G5	EQUIPMENT_ICON	G5	聚宝盆	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G6	EQUIPMENT_ICON	G6	降魔杵	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G7	EQUIPMENT_ICON	G7	顺风耳	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G8	EQUIPMENT_ICON	G8	雷公凿	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G9	EQUIPMENT_ICON	G9	噬魂戒	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_G10	EQUIPMENT_ICON	G10	金箍棒	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
MON_MEL_BUNDLE	MONSTER_3D	MEL	近战小怪	FBX+LOD0-2+ANIM+COLLIDER	6000	3000	1000	35	1	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_RNG_BUNDLE	MONSTER_3D	RNG	远程小怪	FBX+LOD0-2+ANIM+COLLIDER	6000	3000	1000	35	1	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_FLY_BUNDLE	MONSTER_3D	FLY	飞行小怪	FBX+LOD0-2+ANIM+COLLIDER	6000	3000	1000	35	1	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_PIG_BUNDLE	MONSTER_3D	PIG	五行肥猪	FBX+LOD0-2+ANIM+COLLIDER	8000	4000	1200	40	1	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_ELITE_TANK_BUNDLE	MONSTER_3D	ELITE_TANK	肉盾首领	FBX+LOD0-2+ANIM+COLLIDER	12000	6000	2000	55	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_ELITE_DPS_BUNDLE	MONSTER_3D	ELITE_DPS	输出首领	FBX+LOD0-2+ANIM+COLLIDER	12000	6000	2000	55	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_BUNDLE	MONSTER_3D	DRAGON	五行龙王	FBX+LOD0-2+ANIM+COLLIDER	18000	9000	3000	70	2	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
MON_CORE_BUNDLE	MONSTER_3D	CORE	核心BOSS	FBX+LOD0-2+ANIM+COLLIDER	26000	13000	4500	90	3	1024x1024	P0	LOCKED_ID_EXTERNAL_PRODUCTION_REQUIRED
ICO_EQ_B14	EQUIPMENT_ICON	B14	蛰伏靴	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P16	EQUIPMENT_ICON	P16	连珠履	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P17	EQUIPMENT_ICON	P17	摘星靴	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
ICO_EQ_P18	EQUIPMENT_ICON	P18	磐岩履	PNG_ALPHA	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	512x512->Atlas128	P0	NOT_PRODUCED_EXTERNAL_ASSET_GATE
MON_MVS_001_BUNDLE	MONSTER_VISUAL_3D	MVS_001	巴山虎	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_002_BUNDLE	MONSTER_VISUAL_3D	MVS_002	苍狼精	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_003_BUNDLE	MONSTER_VISUAL_3D	MVS_003	刁钻古怪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_004_BUNDLE	MONSTER_VISUAL_3D	MVS_004	古怪刁钻	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_005_BUNDLE	MONSTER_VISUAL_3D	MVS_005	虎精小妖	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_006_BUNDLE	MONSTER_VISUAL_3D	MVS_006	黄狮精	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_007_BUNDLE	MONSTER_VISUAL_3D	MVS_007	蛇精小妖	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_008_BUNDLE	MONSTER_VISUAL_3D	MVS_008	树鬼	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_009_BUNDLE	MONSTER_VISUAL_3D	MVS_009	蜘蛛仔	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_010_BUNDLE	MONSTER_VISUAL_3D	MVS_010	红鳞大蟒	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_MELEE	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_011_BUNDLE	MONSTER_VISUAL_3D	MVS_011	玉面狐狸	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_RANGED	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_012_BUNDLE	MONSTER_VISUAL_3D	MVS_012	如意真仙	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_RANGED	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
