active_id	runtime_payload_json
H029	"{""effect_type"":{""type"":""ENUM"",""value"":""DELAYED_AREA_DAMAGE_SLOW""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""telegraph_s"":{""type"":""Q4"",""value_scaled_1e4"":12000,""human"":""1.2"",""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=300"",""ast"":{""q4"":3000000}},""attack_coef"":{""type"":""INT64"",""value"":1,""unit"":""ratio""},""slow_percent"":{""type"":""INT64"",""value"":40,""unit"":""pct""},""slow_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""bc39f753be7bba7e02d49a0c3aac11df038c0b494a1d1d7cb7163a0cbf428aa3""}}"
H030	"{""effect_type"":{""type"":""ENUM"",""value"":""ANY_HERO_HEAL_ZONE""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT_OR_SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":4,""unit"":""s""},""tick_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""heal_per_tick"":{""type"":""INT64"",""value"":40,""unit"":""hp""},""faction_filter"":{""type"":""ENUM"",""value"":""ANY_HERO""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""bed807eeb9b2eaf1f53deaf692ab24848c76330febc8da3a5cea15450df804ed""}}"
H031	"{""effect_type"":{""type"":""ENUM"",""value"":""PAGODA_RING_SOLID""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""RING_WALL""},""radius_m"":{""type"":""INT64"",""value"":10,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":5,""unit"":""s""},""telegraph_s"":{""type"":""Q4"",""value_scaled_1e4"":6000,""human"":""0.6"",""unit"":""s""},""wall_thickness_m"":{""type"":""Q4"",""value_scaled_1e4"":16000,""human"":""1.6"",""unit"":""m""},""height_m"":{""type"":""INT64"",""value"":4,""unit"":""m""},""segments"":{""type"":""INT64"",""value"":32,""unit"":""scalar""},""destructible"":{""type"":""BOOL"",""value"":false},""instance_limit"":{""type"":""INT64"",""value"":1,""unit"":""scalar""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""5a85adfa01c78d5d293a79b03a37ae2e5194e12159b4d3f97f2f5a8dbddf6824""}}"
H032	"{""effect_type"":{""type"":""ENUM"",""value"":""MOBILE_INVULNERABILITY""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""can_move"":{""type"":""BOOL"",""value"":true},""can_basic"":{""type"":""BOOL"",""value"":true},""can_cast"":{""type"":""BOOL"",""value"":true},""world_interactions_during_invulnerability"":{""type"":""ENUM"",""value"":""FORBID_PICKUP_SHOP_CHEST_GAMBLE_TAIBAI""},""combat_actions_remain_as_DECLARED"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""93b81cad5b17b9874e8c10e4edbbf02044df829137a9d2012736acc0280f849e""}}"
H033	"{""effect_type"":{""type"":""ENUM"",""value"":""DAMAGE_SLOW_ANTIMOBILITY_ZONE""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":4,""unit"":""s""},""tick_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=50"",""ast"":{""q4"":500000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":2500,""human"":""0.25"",""unit"":""ratio""},""slow_percent"":{""type"":""INT64"",""value"":60,""unit"":""pct""},""blocks_mobility_cast_start"":{""type"":""BOOL"",""value"":true},""does_not_cancel_committed_mobility"":{""type"":""BOOL"",""value"":true},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""PERIODIC""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""mobility_tag_authority"":{""type"":""ENUM"",""value"":""MobilityTag_CLOSED_ENUM_AND_ACTIVE_REGISTRY""},""zone_checks"":{""type"":""ENUM"",""value"":""CAST_START_POSITION_INSIDE_VOLUME""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""b0359babd8c7c1e6934ee217b87c1cfaacee0ec52c439fc546a27967684ede69""}}"
H034	"{""effect_type"":{""type"":""ENUM"",""value"":""SELF_REDUCTION_SPEED_BUFF""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":4,""unit"":""s""},""incoming_non_true_remaining_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":2000,""human"":""0.2"",""unit"":""ratio""},""move_speed_add_percent"":{""type"":""INT64"",""value"":15,""unit"":""pct""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""cb0450cc4f5c48deadd686ad46577654ca68410e8b43ec7004862fdf31c6a016""}}"
H035	"{""effect_type"":{""type"":""ENUM"",""value"":""PROJECTILE_ROOT""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":60,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""PROJECTILE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":1,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""projectile_speed_mps"":{""type"":""INT64"",""value"":30,""unit"":""m/s""},""root_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""root_allows_basic_and_active"":{""type"":""BOOL"",""value"":true},""blocked_by"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""FROZEN_RIVER"",""STATIC_SOLID"",""WIND_WALL""]},""projectile_radius_m"":{""type"":""Q4"",""value_scaled_1e4"":5000,""human"":""0.5"",""unit"":""m""},""homing"":{""type"":""BOOL"",""value"":false},""collision_query"":{""type"":""ENUM"",""value"":""3D_CAPSULE_SWEEP""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""c366c4ed854c170e7a99a5745f3f72be1e5c50b8e1f5e8eaf1aa3190d1271c55""}}"
H036	"{""effect_type"":{""type"":""ENUM"",""value"":""DESTRUCTIBLE_ICE_WALL""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""LINE_WALL""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":10,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":40,""unit"":""s""},""length_m"":{""type"":""INT64"",""value"":10,""unit"":""m""},""thickness_m"":{""type"":""INT64"",""value"":1,""unit"":""m""},""height_m"":{""type"":""Q4"",""value_scaled_1e4"":25000,""human"":""2.5"",""unit"":""m""},""hp"":{""type"":""INT64"",""value"":300,""unit"":""hp""},""instance_limit"":{""type"":""INT64"",""value"":1,""unit"":""scalar""},""new_replaces_old"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""eb64d0a5a9fac8bd21674c58e70621a5282b1dc5ee1adb854a2ab44e78b340df""}}"
H037	"{""effect_type"":{""type"":""ENUM"",""value"":""DUAL_PETRIFY""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY_OR_SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":20,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""s""},""enemy_invulnerable"":{""type"":""BOOL"",""value"":true},""enemy_cannot_act"":{""type"":""BOOL"",""value"":true},""self_invulnerable"":{""type"":""BOOL"",""value"":true},""self_cannot_act"":{""type"":""BOOL"",""value"":true},""cooldowns_and_buffs_continue"":{""type"":""BOOL"",""value"":true},""dot_ticks_attempt_and_resolve_zero_due_to_invulnerability"":{""type"":""BOOL"",""value"":true},""timers_do_not_pause"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""7c6187fb3de313acf387f3e4ca64034d72b3273ca51d329e658d4cf9b07caab8""}}"
H038	"{""effect_type"":{""type"":""ENUM"",""value"":""SMOKE_VISION_ZONE""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":4,""unit"":""s""},""enemy_inside_direct_vision_cap_m"":{""type"":""INT64"",""value"":2,""unit"":""m""},""blocks_vision_across_boundary"":{""type"":""BOOL"",""value"":true},""caster_vision_unchanged"":{""type"":""BOOL"",""value"":true},""true_sight_overrides"":{""type"":""BOOL"",""value"":true},""area_skills_can_blind_cast"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""0c68f63413322d66270073ae44cddd234676be9336fb28338fc8b800e82a262c""}}"
D1	"{""effect_type"":{""type"":""ENUM"",""value"":""PROJECTILE_PULL""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":80,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""PROJECTILE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":1,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""projectile_speed_mps"":{""type"":""INT64"",""value"":60,""unit"":""m/s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=80"",""ast"":{""q4"":800000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":4000,""human"":""0.4"",""unit"":""ratio""},""pull_to_caster_front_m"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""m""},""blocked_by"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""FROZEN_RIVER"",""STATIC_SOLID"",""WIND_WALL""]},""immune_tiers"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CORE_BOSS"",""DRAGON""]},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""pull_destination"":{""type"":""ENUM"",""value"":""NEAREST_LEGAL_POINT_IN_FRONT_OF_CASTER""},""no_legal_pull_point"":{""type"":""ENUM"",""value"":""DAMAGE_COMMITS_PULL_FAILS""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""0b65247c15fa4b84a62a3243a5198c3dcd8595edce45f22af0ff1c496809598e""}}"
D3	"{""effect_type"":{""type"":""ENUM"",""value"":""LOCKED_DAMAGE_STUN""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":70,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=140"",""ast"":{""q4"":1400000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""ratio""},""stun_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""miss"":{""type"":""ENUM"",""value"":""ONLY_IF_TARGET_INVULNERABLE_AT_IMPACT""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""impact_delay_s"":{""type"":""Q4"",""value_scaled_1e4"":2000,""human"":""0.2"",""unit"":""s""},""after_lock_revalidation"":{""type"":""ENUM"",""value"":""INVULNERABILITY_ONLY""},""range_los_not_rechecked"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""b9445d443992dc992721f07dccec3ec8651cdfa1e5460ce132ebe20b9b3ad9f3""}}"
D4	"{""effect_type"":{""type"":""ENUM"",""value"":""PROJECTILE_POLYMORPH""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":45,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""PROJECTILE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":1,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""projectile_speed_mps"":{""type"":""INT64"",""value"":30,""unit"":""m/s""},""disable_basic"":{""type"":""BOOL"",""value"":true},""disable_active"":{""type"":""BOOL"",""value"":true},""move_speed_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":13000,""human"":""1.3"",""unit"":""ratio""},""preserve_movement_class"":{""type"":""BOOL"",""value"":true},""on_polymorph"":{""type"":""ENUM"",""value"":""INTERRUPT_ACTIVE_WINDUP_AND_CHANNEL""},""existing_owned_entities"":{""type"":""ENUM"",""value"":""PERSIST_NORMALLY""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""d89dae103ea79578c00082ca36f5995e4cc258338c309ea5cb7d76756dd3ca11""}}"
D6	"{""effect_type"":{""type"":""ENUM"",""value"":""CAPSULE_SWEEP_BLINK""},""targeting"":{""type"":""ENUM"",""value"":""DIRECTION""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""POINT""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""distance_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""max_continuous_solid_chord_m"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""m""},""illegal_endpoint"":{""type"":""ENUM"",""value"":""LAST_LEGAL_ALONG_DIRECTION""},""post_cast_lock_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""f9aac0b68daaca818e71e5892a516eff489d7664858fdc9d598fcccbe548e958""}}"
D7	"{""effect_type"":{""type"":""ENUM"",""value"":""SELF_STEALTH_SPEED""},""targeting"":{""type"":""ENUM"",""value"":""SELF""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":5,""unit"":""s""},""move_speed_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":13000,""human"":""1.3"",""unit"":""ratio""},""break_on"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""ACTIVE_CAST_COMMIT"",""BASIC_RELEASE""]},""pickup_does_not_break"":{""type"":""BOOL"",""value"":true},""break_attack_bonus"":{""type"":""INT64"",""value"":0,""unit"":""scalar""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""831aa3863f9940ac65fd009fa9075a7c9663cf44b347c43ef78b2b4e0ef7208c""}}"
D9	"{""effect_type"":{""type"":""ENUM"",""value"":""AERIAL_DELAYED_AREA_DAMAGE""},""targeting"":{""type"":""ENUM"",""value"":""GROUND_POINT""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":35,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""CIRCLE""},""radius_m"":{""type"":""INT64"",""value"":8,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""telegraph_s"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""s""},""damage"":{""type"":""FORMULA"",""src"":""fixed=130"",""ast"":{""q4"":1300000}},""attack_coef"":{""type"":""Q4"",""value_scaled_1e4"":6000,""human"":""0.6"",""unit"":""ratio""},""wind_wall_blocked"":{""type"":""BOOL"",""value"":false},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""a25a2234e12dde93395a59a696ad7c201eb29ae51ab65ecd106fef9d36c65152""}}"
D10	"{""effect_type"":{""type"":""ENUM"",""value"":""CHAIN_DAMAGE""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""initial_range_m"":{""type"":""INT64"",""value"":30,""unit"":""m""},""chain_range_m"":{""type"":""INT64"",""value"":15,""unit"":""m""},""max_targets"":{""type"":""INT64"",""value"":6,""unit"":""scalar""},""damage"":{""type"":""FORMULA"",""src"":""fixed=300"",""ast"":{""q4"":3000000}},""attack_coef"":{""type"":""INT64"",""value"":1,""unit"":""ratio""},""each_jump_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":8500,""human"":""0.85"",""unit"":""ratio""},""target_repeat"":{""type"":""BOOL"",""value"":false},""next_target"":{""type"":""ENUM"",""value"":""NEAREST_LEGAL_THEN_ENTITY_ID""},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""1e09f529fb883013556a267908d5d0a88d2bcbb17e9716a78d7892114c8113fc""}}"
D11	"{""effect_type"":{""type"":""ENUM"",""value"":""UNIFORM_RANDOM_DAMAGE""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":40,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""integer_inclusive"":{""type"":""ARRAY"",""element"":""INT64"",""ordered"":true,""unit"":""scalar"",""value"":[1,999]},""rng_stream"":{""type"":""ENUM"",""value"":""ACTIVE_SKILL""},""crit"":{""type"":""BOOL"",""value"":false},""rejected_cast_consumes_rng"":{""type"":""BOOL"",""value"":false},""damage_form"":{""type"":""ENUM"",""value"":""SKILL""},""source_faction"":{""type"":""ENUM"",""value"":""PLAYER_OWNED""},""element_rule"":{""type"":""ENUM"",""value"":""OWNER_ELEMENT_IF_TARGET_HAS_ELEMENT""},""hit_kind"":{""type"":""ENUM"",""value"":""ABILITY""},""owner_credit"":{""type"":""ENUM"",""value"":""CASTER""},""can_crit"":{""type"":""BOOL"",""value"":false},""shieldable"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""c640686c0a37f381a169b240db05c9942806e1f39f18c506ef6bddf2eb189b46""}}"
D12	"{""effect_type"":{""type"":""ENUM"",""value"":""TARGET_REVEAL_BOUNTY_MARK""},""targeting"":{""type"":""ENUM"",""value"":""VISIBLE_ENEMY""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":60,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":90,""unit"":""s""},""caster_kill_bonus_created_gold"":{""type"":""INT64"",""value"":800,""unit"":""gold""},""clear_on"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CASTER_TRUE_DEATH"",""DURATION_END"",""RECAST_REPLACE"",""TARGET_TRUE_DEATH""]},""exact_reveal_recipient"":{""type"":""ENUM"",""value"":""CASTER_ONLY""},""other_players_receive_no_information"":{""type"":""BOOL"",""value"":true},""B41_independent"":{""type"":""BOOL"",""value"":true},""reveal_does_not_grant_through_wall_lock"":{""type"":""BOOL"",""value"":true},""wall_blocked_target"":{""type"":""ENUM"",""value"":""POSITION_INTEL_ONLY""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""0f76e9bf866f3e48aac5c511cae2e9a51dec8916b10cdb305501af61a05b27f4""}}"
D13	"{""effect_type"":{""type"":""ENUM"",""value"":""ATOMIC_SWAP_TWO_VISIBLE_UNITS""},""targeting"":{""type"":""ENUM"",""value"":""TWO_VISIBLE_UNITS""},""cast_type"":{""type"":""ENUM"",""value"":""INSTANT""},""range_m"":{""type"":""INT64"",""value"":50,""unit"":""m""},""shape"":{""type"":""ENUM"",""value"":""NONE""},""radius_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""width_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""duration_s"":{""type"":""INT64"",""value"":0,""unit"":""s""},""legal_types"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""DAMAGEABLE_SUMMON"",""FLYING_MONSTER"",""ORDINARY_MONSTER"",""PIG"",""PLAYER""]},""immune_types"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""CORE_BOSS"",""DRAGON"",""LEADER""]},""either_destination_illegal"":{""type"":""ENUM"",""value"":""FAIL_NO_CD""},""selection_state"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""COMMIT_OR_CANCEL"",""WAIT_FIRST_TARGET"",""WAIT_SECOND_TARGET""]},""second_target_timeout_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""cancel_or_timeout"":{""type"":""ENUM"",""value"":""NO_COOLDOWN""},""second_invalid"":{""type"":""ENUM"",""value"":""KEEP_WAITING_UNTIL_TIMEOUT""},""second_target_same_as_first"":{""type"":""ENUM"",""value"":""INVALID_KEEP_WAITING""},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""148a3ef8f6d4038856a620ba32f09659d59c479c5bb361483a7b361a1dc3420a""}}"
